scenario_id,claim_family,truth_state,effect_size,raw_n,effective_n,cluster_count,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,benchmark_count,measurement_noise,multiplicity,materiality,split,seed,generator_version,bootstrap_stability,external_validated,held_out,direction_consistent,transport_reversal,adversarial_case
POLICY_CONFIRMATION-THRESHOLD_PASS-1020303,THRESHOLD_PASS,NULL,0.0,1000000,180,60,6,1,0.3,0.0,0.25,5,0.18,1,0.01,POLICY_CONFIRMATION,1020303,heteroskedastic_v3.1,0.95,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020304,THRESHOLD_PASS,SUPPORTED,0.04,500,180,60,6,1,0.72,0.0,0.25,5,0.18,1,0.01,POLICY_CONFIRMATION,1020304,heteroskedastic_v3.2,0.6,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020305,THRESHOLD_PASS,SUPPORTED,0.085,10000,180,60,10,1,0.72,0.0,0.25,5,0.18,12,0.01,POLICY_CONFIRMATION,1020305,heteroskedastic_v3.3,0.65,True,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020306,THRESHOLD_PASS,NULL,0.0,1000000,24,60,10,1,0.93,0.0,0.25,1,0.18,12,0.01,POLICY_CONFIRMATION,1020306,heteroskedastic_v3.1,0.7,True,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-THRESHOLD_PASS-1020307,THRESHOLD_PASS,SUPPORTED,0.04,500,24,60,10,1,0.93,0.0,0.25,1,0.18,12,0.01,POLICY_CONFIRMATION,1020307,heteroskedastic_v3.2,0.75,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020308,THRESHOLD_PASS,SUPPORTED,0.085,10000,24,60,10,3,0.3,0.0,0.25,1,0.18,12,0.01,POLICY_CONFIRMATION,1020308,heteroskedastic_v3.3,0.8,False,True,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020309,THRESHOLD_PASS,NULL,0.0,1000000,72,60,10,3,0.3,0.0,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020309,heteroskedastic_v3.1,0.85,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020310,THRESHOLD_PASS,SUPPORTED,0.04,500,72,2,2,3,0.72,0.0,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020310,heteroskedastic_v3.2,0.9,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020311,THRESHOLD_PASS,SUPPORTED,0.085,10000,72,2,2,3,0.72,0.0,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020311,heteroskedastic_v3.3,0.95,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-THRESHOLD_PASS-1020312,THRESHOLD_PASS,NULL,0.0,1000000,180,2,2,3,0.93,0.0,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020312,heteroskedastic_v3.1,0.6,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020313,THRESHOLD_PASS,SUPPORTED,0.04,500,180,2,2,3,0.93,0.0,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020313,heteroskedastic_v3.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020314,THRESHOLD_PASS,SUPPORTED,0.085,10000,180,2,2,3,0.3,0.0,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020314,heteroskedastic_v3.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020315,THRESHOLD_PASS,NULL,0.0,1000000,24,2,4,3,0.3,0.0,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020315,heteroskedastic_v3.1,0.75,True,False,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-THRESHOLD_PASS-1020316,THRESHOLD_PASS,SUPPORTED,0.04,500,24,2,4,3,0.72,0.5,0.03,1,0.18,12,0.01,POLICY_CONFIRMATION,1020316,heteroskedastic_v3.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020317,THRESHOLD_PASS,SUPPORTED,0.085,10000,24,8,4,3,0.72,0.5,0.03,3,0.18,12,0.01,POLICY_CONFIRMATION,1020317,heteroskedastic_v3.3,0.85,True,True,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020318,THRESHOLD_PASS,NULL,0.0,1000000,72,8,4,3,0.93,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020318,heteroskedastic_v3.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020319,THRESHOLD_PASS,SUPPORTED,0.04,500,72,8,4,3,0.93,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020319,heteroskedastic_v3.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020320,THRESHOLD_PASS,SUPPORTED,0.085,10000,72,8,6,3,0.3,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020320,heteroskedastic_v3.3,0.6,False,False,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-THRESHOLD_PASS-1020321,THRESHOLD_PASS,NULL,0.0,1000000,180,8,6,3,0.3,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020321,heteroskedastic_v3.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020322,THRESHOLD_PASS,SUPPORTED,0.04,500,180,8,6,3,0.72,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020322,heteroskedastic_v3.2,0.7,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020323,THRESHOLD_PASS,SUPPORTED,0.085,10000,180,8,6,3,0.72,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020323,heteroskedastic_v3.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020324,THRESHOLD_PASS,NULL,0.0,1000000,24,24,6,3,0.93,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020324,heteroskedastic_v3.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-THRESHOLD_PASS-1020325,THRESHOLD_PASS,SUPPORTED,0.04,500,24,24,10,8,0.93,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020325,heteroskedastic_v3.2,0.85,True,False,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020326,THRESHOLD_PASS,SUPPORTED,0.085,10000,24,24,10,8,0.3,0.5,0.03,3,0.18,40,0.01,POLICY_CONFIRMATION,1020326,heteroskedastic_v3.3,0.9,True,True,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020327,THRESHOLD_PASS,NULL,0.0,1000000,72,24,10,8,0.3,0.5,0.03,3,0.08,40,0.01,POLICY_CONFIRMATION,1020327,heteroskedastic_v3.1,0.95,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020328,THRESHOLD_PASS,SUPPORTED,0.04,500,72,24,10,8,0.72,0.5,0.03,5,0.08,40,0.01,POLICY_CONFIRMATION,1020328,heteroskedastic_v3.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020329,THRESHOLD_PASS,SUPPORTED,0.085,10000,72,24,10,8,0.72,0.5,0.03,5,0.08,40,0.01,POLICY_CONFIRMATION,1020329,heteroskedastic_v3.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-THRESHOLD_PASS-1020330,THRESHOLD_PASS,NULL,0.0,1000000,180,24,2,8,0.93,0.5,0.03,5,0.08,40,0.01,POLICY_CONFIRMATION,1020330,heteroskedastic_v3.1,0.7,True,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020331,THRESHOLD_PASS,SUPPORTED,0.04,500,180,60,2,8,0.93,0.5,0.03,5,0.08,1,0.01,POLICY_CONFIRMATION,1020331,heteroskedastic_v3.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020332,THRESHOLD_PASS,SUPPORTED,0.085,10000,180,60,2,8,0.3,0.5,0.1,5,0.08,1,0.01,POLICY_CONFIRMATION,1020332,heteroskedastic_v3.3,0.8,False,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020333,THRESHOLD_PASS,NULL,0.0,1000000,24,60,2,8,0.3,0.5,0.1,5,0.08,1,0.01,POLICY_CONFIRMATION,1020333,heteroskedastic_v3.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-THRESHOLD_PASS-1020334,THRESHOLD_PASS,SUPPORTED,0.04,500,24,60,2,8,0.72,0.5,0.1,5,0.08,1,0.01,POLICY_CONFIRMATION,1020334,heteroskedastic_v3.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020335,THRESHOLD_PASS,SUPPORTED,0.085,10000,24,60,4,8,0.72,0.9,0.1,5,0.08,1,0.01,POLICY_CONFIRMATION,1020335,heteroskedastic_v3.3,0.95,True,False,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020336,THRESHOLD_PASS,NULL,0.0,1000000,72,60,4,8,0.93,0.9,0.1,5,0.08,1,0.01,POLICY_CONFIRMATION,1020336,heteroskedastic_v3.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020337,THRESHOLD_PASS,SUPPORTED,0.04,500,72,60,4,8,0.93,0.9,0.1,5,0.08,1,0.01,POLICY_CONFIRMATION,1020337,heteroskedastic_v3.2,0.65,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020338,THRESHOLD_PASS,SUPPORTED,0.085,10000,72,2,4,8,0.3,0.9,0.1,5,0.08,1,0.01,POLICY_CONFIRMATION,1020338,heteroskedastic_v3.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-THRESHOLD_PASS-1020339,THRESHOLD_PASS,NULL,0.0,1000000,180,2,4,8,0.3,0.9,0.1,1,0.08,1,0.01,POLICY_CONFIRMATION,1020339,heteroskedastic_v3.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020340,THRESHOLD_PASS,SUPPORTED,0.04,500,180,2,6,8,0.72,0.9,0.1,1,0.08,1,0.01,POLICY_CONFIRMATION,1020340,heteroskedastic_v3.2,0.8,False,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020341,THRESHOLD_PASS,SUPPORTED,0.085,10000,180,2,6,8,0.72,0.9,0.1,1,0.08,1,0.01,POLICY_CONFIRMATION,1020341,heteroskedastic_v3.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020342,THRESHOLD_PASS,NULL,0.0,1000000,24,2,6,1,0.93,0.9,0.1,1,0.08,1,0.01,POLICY_CONFIRMATION,1020342,heteroskedastic_v3.1,0.9,True,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-THRESHOLD_PASS-1020343,THRESHOLD_PASS,SUPPORTED,0.04,500,24,2,6,1,0.93,0.9,0.1,1,0.08,1,0.01,POLICY_CONFIRMATION,1020343,heteroskedastic_v3.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020344,THRESHOLD_PASS,SUPPORTED,0.085,10000,24,2,6,1,0.3,0.9,0.1,1,0.08,12,0.01,POLICY_CONFIRMATION,1020344,heteroskedastic_v3.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020345,THRESHOLD_PASS,NULL,0.0,1000000,72,8,10,1,0.3,0.9,0.1,1,0.08,12,0.01,POLICY_CONFIRMATION,1020345,heteroskedastic_v3.1,0.65,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020346,THRESHOLD_PASS,SUPPORTED,0.04,500,72,8,10,1,0.72,0.9,0.1,1,0.08,12,0.01,POLICY_CONFIRMATION,1020346,heteroskedastic_v3.2,0.7,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020347,THRESHOLD_PASS,SUPPORTED,0.085,10000,72,8,10,1,0.72,0.9,0.1,1,0.08,12,0.01,POLICY_CONFIRMATION,1020347,heteroskedastic_v3.3,0.75,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-THRESHOLD_PASS-1020348,THRESHOLD_PASS,NULL,0.0,1000000,180,8,10,1,0.93,0.9,0.1,1,0.08,12,0.01,POLICY_CONFIRMATION,1020348,heteroskedastic_v3.1,0.8,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020349,THRESHOLD_PASS,SUPPORTED,0.04,500,180,8,10,1,0.93,0.9,0.1,1,0.08,12,0.01,POLICY_CONFIRMATION,1020349,heteroskedastic_v3.2,0.85,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020350,THRESHOLD_PASS,SUPPORTED,0.085,10000,180,8,2,1,0.3,0.9,0.1,3,0.08,12,0.01,POLICY_CONFIRMATION,1020350,heteroskedastic_v3.3,0.9,True,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020351,THRESHOLD_PASS,NULL,0.0,1000000,24,8,2,1,0.3,0.9,0.1,3,0.08,12,0.01,POLICY_CONFIRMATION,1020351,heteroskedastic_v3.1,0.95,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-THRESHOLD_PASS-1020352,THRESHOLD_PASS,SUPPORTED,0.04,500,24,24,2,1,0.72,0.9,0.1,3,0.08,12,0.01,POLICY_CONFIRMATION,1020352,heteroskedastic_v3.2,0.6,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020353,THRESHOLD_PASS,SUPPORTED,0.085,10000,24,24,2,1,0.72,0.9,0.1,3,0.08,12,0.01,POLICY_CONFIRMATION,1020353,heteroskedastic_v3.3,0.65,True,True,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020354,THRESHOLD_PASS,NULL,0.0,1000000,72,24,2,1,0.93,0.0,0.1,3,0.08,12,0.01,POLICY_CONFIRMATION,1020354,heteroskedastic_v3.1,0.7,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-THRESHOLD_PASS-1020355,THRESHOLD_PASS,SUPPORTED,0.04,500,72,24,4,1,0.93,0.0,0.25,3,0.08,12,0.01,POLICY_CONFIRMATION,1020355,heteroskedastic_v3.2,0.75,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-THRESHOLD_PASS-1020356,THRESHOLD_PASS,SUPPORTED,0.085,10000,72,24,4,1,0.3,0.0,0.25,3,0.12,12,0.01,POLICY_CONFIRMATION,1020356,heteroskedastic_v3.3,0.8,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-THRESHOLD_PASS-1020357,THRESHOLD_PASS,NULL,0.0,1000000,180,24,4,1,0.3,0.0,0.25,3,0.12,40,0.01,POLICY_CONFIRMATION,1020357,heteroskedastic_v3.1,0.85,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020358,THRESHOLD_PASS,SUPPORTED,0.04,500,180,24,4,1,0.72,0.0,0.25,3,0.12,40,0.01,POLICY_CONFIRMATION,1020358,heteroskedastic_v3.2,0.9,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-THRESHOLD_PASS-1020359,THRESHOLD_PASS,SUPPORTED,0.085,10000,180,60,4,3,0.72,0.0,0.25,3,0.12,40,0.01,POLICY_CONFIRMATION,1020359,heteroskedastic_v3.3,0.95,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020360,ITEM_DIAGNOSTICS,NULL,0.0,500,24,60,6,1,0.3,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020360,heteroskedastic_v3.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020361,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,24,60,6,1,0.3,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020361,heteroskedastic_v3.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020362,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,24,60,6,1,0.72,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020362,heteroskedastic_v3.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020363,ITEM_DIAGNOSTICS,NULL,0.0,500,72,60,6,1,0.72,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020363,heteroskedastic_v3.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020364,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,72,60,6,1,0.93,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020364,heteroskedastic_v3.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020365,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,72,60,10,1,0.93,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020365,heteroskedastic_v3.3,0.85,True,False,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020366,ITEM_DIAGNOSTICS,NULL,0.0,500,180,60,10,1,0.3,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020366,heteroskedastic_v3.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020367,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,180,2,10,1,0.3,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020367,heteroskedastic_v3.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020368,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,180,2,10,1,0.72,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020368,heteroskedastic_v3.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020369,ITEM_DIAGNOSTICS,NULL,0.0,500,24,2,10,1,0.72,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020369,heteroskedastic_v3.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020370,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,24,2,2,1,0.93,0.0,0.03,1,0.08,1,0.01,POLICY_CONFIRMATION,1020370,heteroskedastic_v3.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020371,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,24,2,2,1,0.93,0.0,0.03,3,0.08,1,0.01,POLICY_CONFIRMATION,1020371,heteroskedastic_v3.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020372,ITEM_DIAGNOSTICS,NULL,0.0,500,72,2,2,1,0.3,0.0,0.03,3,0.08,1,0.01,POLICY_CONFIRMATION,1020372,heteroskedastic_v3.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020373,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,72,2,2,1,0.3,0.0,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020373,heteroskedastic_v3.2,0.85,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020374,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,72,8,2,1,0.72,0.0,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020374,heteroskedastic_v3.3,0.9,True,True,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020375,ITEM_DIAGNOSTICS,NULL,0.0,500,180,8,4,1,0.72,0.0,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020375,heteroskedastic_v3.1,0.95,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020376,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,180,8,4,1,0.93,0.0,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020376,heteroskedastic_v3.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020377,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,180,8,4,3,0.93,0.0,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020377,heteroskedastic_v3.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020378,ITEM_DIAGNOSTICS,NULL,0.0,500,24,8,4,3,0.3,0.0,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020378,heteroskedastic_v3.1,0.7,True,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020379,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,24,8,4,3,0.3,0.5,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020379,heteroskedastic_v3.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020380,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,24,8,6,3,0.72,0.5,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020380,heteroskedastic_v3.3,0.8,False,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020381,ITEM_DIAGNOSTICS,NULL,0.0,500,72,24,6,3,0.72,0.5,0.03,3,0.08,12,0.01,POLICY_CONFIRMATION,1020381,heteroskedastic_v3.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020382,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,72,24,6,3,0.93,0.5,0.03,5,0.08,12,0.01,POLICY_CONFIRMATION,1020382,heteroskedastic_v3.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020383,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,72,24,6,3,0.93,0.5,0.1,5,0.08,12,0.01,POLICY_CONFIRMATION,1020383,heteroskedastic_v3.3,0.95,True,True,True,False,TRANSPORT_REVERSAL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020384,ITEM_DIAGNOSTICS,NULL,0.0,500,180,24,6,3,0.3,0.5,0.1,5,0.08,12,0.01,POLICY_CONFIRMATION,1020384,heteroskedastic_v3.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020385,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,180,24,10,3,0.3,0.5,0.1,5,0.08,12,0.01,POLICY_CONFIRMATION,1020385,heteroskedastic_v3.2,0.65,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020386,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,180,24,10,3,0.72,0.5,0.1,5,0.08,40,0.01,POLICY_CONFIRMATION,1020386,heteroskedastic_v3.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020387,ITEM_DIAGNOSTICS,NULL,0.0,500,24,24,10,3,0.72,0.5,0.1,5,0.08,40,0.01,POLICY_CONFIRMATION,1020387,heteroskedastic_v3.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020388,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,24,60,10,3,0.93,0.5,0.1,5,0.08,40,0.01,POLICY_CONFIRMATION,1020388,heteroskedastic_v3.2,0.8,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020389,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,24,60,10,3,0.93,0.5,0.1,5,0.12,40,0.01,POLICY_CONFIRMATION,1020389,heteroskedastic_v3.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020390,ITEM_DIAGNOSTICS,NULL,0.0,500,72,60,2,3,0.3,0.5,0.1,5,0.12,40,0.01,POLICY_CONFIRMATION,1020390,heteroskedastic_v3.1,0.9,True,False,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020391,ITEM_DIAGNOSTICS,SUPPORTED,0.04,10000,72,60,2,3,0.3,0.5,0.1,5,0.12,40,0.01,POLICY_CONFIRMATION,1020391,heteroskedastic_v3.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_CONFIRMATION-ITEM_DIAGNOSTICS-1020392,ITEM_DIAGNOSTICS,SUPPORTED,0.085,1000000,72,60,2,3,0.72,0.5,0.1,5,0.12,40,0.01,POLICY_CONFIRMATION,1020392,heteroskedastic_v3.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
