method,simulation,median_rank_range,maximum_rank_range,kendalls_w,evidence_role
FAMILY_CORRELATED_NULL,44,20.0,32.5,0.8544454744878628,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,45,18.5,36.0,0.8573289670163483,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,46,19.5,30.5,0.8522918220908416,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,47,20.5,29.0,0.8546327138044504,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,48,20.5,35.5,0.8529398128344632,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,49,20.0,29.5,0.8493851110992942,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,50,21.0,32.0,0.8439069438654027,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,51,20.5,33.0,0.8509555612866506,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,52,20.5,30.5,0.8533783214770804,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,53,20.0,32.0,0.8502824967165421,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,54,20.0,32.5,0.8583238553263031,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,55,19.0,32.0,0.8552794382375281,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,56,19.5,30.5,0.8486745256173215,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,57,19.0,28.0,0.8510100516009456,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,58,18.5,36.0,0.8579965957174339,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,59,20.5,28.0,0.8476514972460719,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,60,20.5,32.0,0.8560112235670696,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,61,19.5,29.0,0.8575075407237466,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,62,21.0,35.5,0.8476632497488753,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,63,21.0,29.5,0.8500293301390593,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,64,19.5,28.0,0.8536335306022399,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,65,18.5,32.0,0.8514849779847597,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,66,21.0,30.0,0.8444985351153927,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,67,19.5,31.0,0.8539024968002344,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,68,19.5,31.0,0.8546377770053136,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,69,20.0,31.5,0.8523439725417069,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,70,19.5,30.0,0.8592504526314042,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,71,19.5,28.5,0.8578855745799402,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,72,20.0,30.0,0.8534507152933939,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,73,20.5,32.0,0.8530350698116067,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,74,20.0,30.5,0.846361513246826,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,75,20.5,29.0,0.8488327535133645,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,76,22.0,34.0,0.8453845837302932,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,77,20.5,32.5,0.8553692428954256,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,78,21.0,32.0,0.8442477169270322,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,79,21.0,36.0,0.840210810511769,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,80,20.0,33.5,0.849171558596143,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,81,21.0,28.5,0.8554081180428645,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,82,19.5,35.0,0.8515868908935823,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,83,20.5,29.5,0.8543165041130453,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,84,20.0,29.5,0.8522631098430457,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,85,19.5,31.5,0.858535946733328,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,86,20.0,28.5,0.8488056138154041,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,87,19.5,31.0,0.8454480740503383,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,88,19.5,36.0,0.8489706275150026,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,89,20.0,33.0,0.8558556146628978,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,90,19.5,30.0,0.8567380853910549,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,91,18.5,32.0,0.8546485627937145,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,92,19.5,31.0,0.8490422742658734,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,93,19.0,32.5,0.8567144176793104,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,94,21.0,30.0,0.8492136899298712,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,95,19.0,30.5,0.8569175207447491,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,96,18.5,33.5,0.8474485408866403,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,97,22.0,29.5,0.8472347788100755,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,98,19.5,35.5,0.850514628349487,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,99,18.5,31.5,0.8480984563524374,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,100,19.0,30.5,0.8566972116401621,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,101,20.0,29.5,0.8447994486010498,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,102,20.0,29.5,0.8546337077165308,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,103,20.0,34.0,0.8468403770715597,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,104,20.0,30.5,0.8498103273763836,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,105,20.0,31.0,0.8520384487095125,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,106,19.5,32.0,0.8425566457546136,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,107,18.5,29.5,0.8532756276206113,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,108,19.0,31.5,0.861037176446388,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,109,19.5,36.5,0.8484940751133043,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,110,22.0,28.5,0.8482181592926682,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,111,19.0,30.0,0.8571567123103747,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,112,20.0,27.5,0.8589924677044457,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,113,19.5,29.5,0.8519733838906615,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,114,19.0,35.5,0.8506768247316947,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,115,21.0,31.0,0.8528400014393336,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,116,20.0,35.5,0.8418747590726942,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,117,19.5,30.0,0.8415508326987602,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,118,19.5,30.5,0.8563977684816567,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,119,20.0,34.5,0.8481382151290191,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,120,19.5,33.0,0.8382992916882642,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,121,20.0,32.0,0.8496420012732893,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,122,20.0,33.5,0.8522110363367464,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,123,20.0,31.0,0.8533249535282144,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,124,19.0,28.5,0.8532684794709051,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,125,19.5,26.5,0.8573000649643121,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,126,20.0,30.0,0.8551946438914668,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,127,19.5,27.5,0.851214118902683,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,128,20.5,31.0,0.8463140235122477,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,129,20.5,33.5,0.8509854371773659,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,130,20.0,31.0,0.8582357608438924,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,131,19.5,29.5,0.8548656279531598,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,132,19.5,33.0,0.8556234852955714,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,133,19.5,28.5,0.8561824333768635,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,134,20.0,33.5,0.8581354703073707,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,135,20.5,32.0,0.8493808182620034,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,136,22.0,32.5,0.8442625083995327,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,137,21.5,34.5,0.842244160589397,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,138,20.5,33.0,0.8438749473129955,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,139,21.0,36.5,0.8491816452917663,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,140,18.5,32.5,0.8491248227067199,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,141,20.0,30.5,0.8418313939046241,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,142,21.0,30.0,0.8433323923159063,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,143,19.0,36.5,0.850751434629635,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,144,20.5,29.0,0.846718931822913,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,145,19.0,32.0,0.8536965401383605,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,146,20.0,30.5,0.8488353381171798,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,147,20.0,27.5,0.8501810888069045,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,148,20.0,30.0,0.8482940034976703,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,149,20.5,30.0,0.8514595501790321,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,150,19.0,34.5,0.8451729344705342,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,151,20.0,32.0,0.8590703040060669,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,152,21.0,28.0,0.8506578990275456,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,153,21.0,35.0,0.8570777195631554,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,154,20.0,32.0,0.8530893775356481,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,155,20.5,30.5,0.8499469975159843,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,156,21.0,34.0,0.8484668099437356,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,157,19.0,36.5,0.8524463398331774,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,158,18.5,33.0,0.8521027097898826,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,159,19.0,30.0,0.8559065342514899,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,160,20.5,30.0,0.8515358158909887,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,161,20.0,30.5,0.8499883437796281,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,162,19.5,32.0,0.8561563754877,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,163,20.0,35.5,0.8491771930355065,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,164,19.5,31.0,0.8541701320273967,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,165,20.5,28.0,0.8547709770826861,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,166,19.0,33.5,0.8469821020340831,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,167,19.5,31.5,0.8515132452148352,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,168,20.0,36.0,0.859897561865319,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,169,20.0,33.0,0.8488174741960628,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,170,18.0,32.0,0.8523253770962101,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,171,19.0,31.0,0.8463364458277753,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,172,21.5,29.5,0.8457220992645851,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,173,18.5,32.0,0.8507283866482452,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,174,19.5,32.0,0.8546735163754361,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,175,20.0,30.0,0.8500509592688072,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,176,20.0,32.5,0.8609259055416651,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,177,20.5,34.0,0.8501674618451637,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,178,20.0,31.5,0.8495658520243531,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,179,19.0,28.5,0.8576713672837215,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,180,21.0,33.0,0.8540130156310368,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,181,20.0,30.0,0.8519073868634749,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,182,19.0,30.0,0.8563417738481163,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,183,18.5,35.0,0.8559028292853491,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,184,21.5,32.0,0.8509128420378654,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,185,19.5,29.5,0.8505316834131845,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,186,20.5,30.5,0.8524606869053863,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,187,21.0,29.0,0.8467784459949329,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,188,21.5,31.0,0.8444665513604209,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,189,19.0,29.5,0.8551218090037442,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,190,19.0,32.0,0.8583291020776089,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,191,20.0,32.0,0.8492627772356506,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,192,20.0,33.5,0.85011523649948,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,193,21.0,28.5,0.8480052147772242,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,194,19.0,33.0,0.8506677951058942,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,195,19.0,36.5,0.85917142345701,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,196,20.5,28.0,0.8533571672452759,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,197,20.0,31.5,0.8508243637541691,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,198,20.5,35.0,0.8489822090173679,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,199,20.0,31.5,0.8491418703258234,CALIBRATION_NULL
LATENT_FACTOR_NULL,0,19.0,35.0,0.8615473527441878,CALIBRATION_NULL
LATENT_FACTOR_NULL,1,21.5,34.0,0.8656421165476706,CALIBRATION_NULL
LATENT_FACTOR_NULL,2,19.0,31.0,0.8683120195402776,CALIBRATION_NULL
LATENT_FACTOR_NULL,3,20.5,32.5,0.8587121644792238,CALIBRATION_NULL
LATENT_FACTOR_NULL,4,20.0,32.5,0.8611373095679031,CALIBRATION_NULL
LATENT_FACTOR_NULL,5,20.0,34.0,0.8610680612119488,CALIBRATION_NULL
LATENT_FACTOR_NULL,6,19.0,28.5,0.8735241603826376,CALIBRATION_NULL
LATENT_FACTOR_NULL,7,22.0,27.5,0.8661188259786289,CALIBRATION_NULL
LATENT_FACTOR_NULL,8,22.0,32.5,0.8724706255856187,CALIBRATION_NULL
LATENT_FACTOR_NULL,9,20.0,33.5,0.8666836979041654,CALIBRATION_NULL
LATENT_FACTOR_NULL,10,20.0,28.0,0.8664539080929399,CALIBRATION_NULL
LATENT_FACTOR_NULL,11,21.0,29.5,0.864408482838055,CALIBRATION_NULL
LATENT_FACTOR_NULL,12,20.5,28.0,0.8628193889182643,CALIBRATION_NULL
LATENT_FACTOR_NULL,13,20.0,31.0,0.8640524000508931,CALIBRATION_NULL
LATENT_FACTOR_NULL,14,20.0,28.5,0.8631323117813942,CALIBRATION_NULL
LATENT_FACTOR_NULL,15,20.0,31.5,0.8677990603113164,CALIBRATION_NULL
LATENT_FACTOR_NULL,16,20.5,33.0,0.862974541108034,CALIBRATION_NULL
LATENT_FACTOR_NULL,17,18.5,30.0,0.8614122329000224,CALIBRATION_NULL
LATENT_FACTOR_NULL,18,18.5,29.0,0.8666980729884666,CALIBRATION_NULL
LATENT_FACTOR_NULL,19,19.5,31.0,0.8741079444970289,CALIBRATION_NULL
LATENT_FACTOR_NULL,20,18.5,29.0,0.8679456822652307,CALIBRATION_NULL
LATENT_FACTOR_NULL,21,20.0,28.0,0.8721124533308215,CALIBRATION_NULL
LATENT_FACTOR_NULL,22,20.5,29.0,0.8644453384115324,CALIBRATION_NULL
LATENT_FACTOR_NULL,23,19.5,35.5,0.8650554536026885,CALIBRATION_NULL
LATENT_FACTOR_NULL,24,20.0,35.0,0.8691326697066067,CALIBRATION_NULL
LATENT_FACTOR_NULL,25,21.0,33.5,0.8618433884183675,CALIBRATION_NULL
LATENT_FACTOR_NULL,26,20.5,29.5,0.861310609577387,CALIBRATION_NULL
LATENT_FACTOR_NULL,27,20.5,29.0,0.8719839324045132,CALIBRATION_NULL
LATENT_FACTOR_NULL,28,19.5,30.0,0.870368175661271,CALIBRATION_NULL
LATENT_FACTOR_NULL,29,19.0,32.5,0.8702543120191281,CALIBRATION_NULL
LATENT_FACTOR_NULL,30,19.0,26.0,0.8797732261565722,CALIBRATION_NULL
LATENT_FACTOR_NULL,31,19.0,30.0,0.8654183041883264,CALIBRATION_NULL
LATENT_FACTOR_NULL,32,19.5,29.0,0.8736537701862304,CALIBRATION_NULL
LATENT_FACTOR_NULL,33,19.5,30.5,0.875409879857619,CALIBRATION_NULL
LATENT_FACTOR_NULL,34,19.0,30.5,0.8740349316906638,CALIBRATION_NULL
LATENT_FACTOR_NULL,35,20.0,28.0,0.86926158356102,CALIBRATION_NULL
LATENT_FACTOR_NULL,36,18.5,27.0,0.8764662263622081,CALIBRATION_NULL
LATENT_FACTOR_NULL,37,21.0,29.0,0.860650915913091,CALIBRATION_NULL
LATENT_FACTOR_NULL,38,19.5,31.0,0.871918402452695,CALIBRATION_NULL
LATENT_FACTOR_NULL,39,20.0,32.5,0.8630074026037218,CALIBRATION_NULL
LATENT_FACTOR_NULL,40,20.0,26.5,0.8732209473654879,CALIBRATION_NULL
LATENT_FACTOR_NULL,41,19.0,29.0,0.8671829110689899,CALIBRATION_NULL
LATENT_FACTOR_NULL,42,20.0,31.5,0.8617864076348978,CALIBRATION_NULL
LATENT_FACTOR_NULL,43,19.0,34.0,0.8670536519615437,CALIBRATION_NULL
LATENT_FACTOR_NULL,44,19.5,30.5,0.8616118445431021,CALIBRATION_NULL
LATENT_FACTOR_NULL,45,20.0,28.0,0.8718273818309206,CALIBRATION_NULL
LATENT_FACTOR_NULL,46,18.5,28.5,0.8754018005306956,CALIBRATION_NULL
LATENT_FACTOR_NULL,47,19.0,32.0,0.8653252150472215,CALIBRATION_NULL
LATENT_FACTOR_NULL,48,20.0,28.5,0.8656565631039556,CALIBRATION_NULL
LATENT_FACTOR_NULL,49,19.0,34.0,0.8717591786802097,CALIBRATION_NULL
LATENT_FACTOR_NULL,50,19.5,31.0,0.8691617294196683,CALIBRATION_NULL
LATENT_FACTOR_NULL,51,19.5,33.0,0.8644563757903325,CALIBRATION_NULL
LATENT_FACTOR_NULL,52,19.0,33.0,0.87157185124924,CALIBRATION_NULL
LATENT_FACTOR_NULL,53,18.5,27.5,0.8762109414885955,CALIBRATION_NULL
LATENT_FACTOR_NULL,54,19.5,30.5,0.8697450459673746,CALIBRATION_NULL
LATENT_FACTOR_NULL,55,18.5,32.0,0.8769748833033786,CALIBRATION_NULL
LATENT_FACTOR_NULL,56,19.5,31.5,0.8673219445165681,CALIBRATION_NULL
LATENT_FACTOR_NULL,57,20.0,33.0,0.8622976847160366,CALIBRATION_NULL
LATENT_FACTOR_NULL,58,20.5,31.5,0.8587628603156139,CALIBRATION_NULL
LATENT_FACTOR_NULL,59,19.0,33.5,0.8634094885397144,CALIBRATION_NULL
LATENT_FACTOR_NULL,60,21.0,29.0,0.8621354471958931,CALIBRATION_NULL
LATENT_FACTOR_NULL,61,19.5,29.0,0.8693162889060141,CALIBRATION_NULL
LATENT_FACTOR_NULL,62,21.5,30.0,0.8596179801563274,CALIBRATION_NULL
LATENT_FACTOR_NULL,63,20.5,28.5,0.8615597694531725,CALIBRATION_NULL
LATENT_FACTOR_NULL,64,20.0,28.0,0.8672467897333626,CALIBRATION_NULL
LATENT_FACTOR_NULL,65,20.0,29.0,0.862357474531212,CALIBRATION_NULL
LATENT_FACTOR_NULL,66,20.5,30.5,0.8606570881398274,CALIBRATION_NULL
LATENT_FACTOR_NULL,67,20.0,30.5,0.8740549467376808,CALIBRATION_NULL
LATENT_FACTOR_NULL,68,21.5,31.0,0.8575820622540161,CALIBRATION_NULL
LATENT_FACTOR_NULL,69,19.5,29.5,0.8661355822064022,CALIBRATION_NULL
LATENT_FACTOR_NULL,70,20.5,27.0,0.8695605494440434,CALIBRATION_NULL
LATENT_FACTOR_NULL,71,20.0,29.5,0.8692979647325165,CALIBRATION_NULL
LATENT_FACTOR_NULL,72,19.0,33.0,0.8668945565824364,CALIBRATION_NULL
LATENT_FACTOR_NULL,73,20.5,29.5,0.8605976739840213,CALIBRATION_NULL
LATENT_FACTOR_NULL,74,20.5,29.0,0.8652856570961425,CALIBRATION_NULL
LATENT_FACTOR_NULL,75,20.0,35.0,0.8699526614078218,CALIBRATION_NULL
LATENT_FACTOR_NULL,76,19.5,27.5,0.8784131114803461,CALIBRATION_NULL
LATENT_FACTOR_NULL,77,20.0,33.5,0.8675268736662648,CALIBRATION_NULL
LATENT_FACTOR_NULL,78,19.5,36.0,0.8664481194624838,CALIBRATION_NULL
LATENT_FACTOR_NULL,79,19.5,26.0,0.8689964660154125,CALIBRATION_NULL
LATENT_FACTOR_NULL,80,19.5,30.5,0.8674567621968813,CALIBRATION_NULL
LATENT_FACTOR_NULL,81,20.5,27.0,0.8658432963075378,CALIBRATION_NULL
LATENT_FACTOR_NULL,82,20.0,31.0,0.8699171206142262,CALIBRATION_NULL
LATENT_FACTOR_NULL,83,19.0,30.0,0.870639135078124,CALIBRATION_NULL
LATENT_FACTOR_NULL,84,19.0,31.0,0.877839829860628,CALIBRATION_NULL
LATENT_FACTOR_NULL,85,19.5,27.0,0.876275538749644,CALIBRATION_NULL
LATENT_FACTOR_NULL,86,20.0,32.0,0.8620883122764142,CALIBRATION_NULL
LATENT_FACTOR_NULL,87,20.0,27.5,0.8581030694926494,CALIBRATION_NULL
LATENT_FACTOR_NULL,88,19.5,28.0,0.872530679035647,CALIBRATION_NULL
LATENT_FACTOR_NULL,89,20.5,31.0,0.8567961643697468,CALIBRATION_NULL
LATENT_FACTOR_NULL,90,20.5,33.5,0.8641696529471938,CALIBRATION_NULL
LATENT_FACTOR_NULL,91,21.5,32.0,0.8579358185670234,CALIBRATION_NULL
LATENT_FACTOR_NULL,92,21.0,30.0,0.8715919800818298,CALIBRATION_NULL
LATENT_FACTOR_NULL,93,20.0,31.0,0.8656886433164762,CALIBRATION_NULL
LATENT_FACTOR_NULL,94,20.0,27.5,0.8733247156167574,CALIBRATION_NULL
LATENT_FACTOR_NULL,95,19.5,34.5,0.8671816057640576,CALIBRATION_NULL
LATENT_FACTOR_NULL,96,21.0,34.0,0.8666327408866125,CALIBRATION_NULL
LATENT_FACTOR_NULL,97,19.0,30.5,0.8674779281536582,CALIBRATION_NULL
LATENT_FACTOR_NULL,98,19.5,28.0,0.8631469986854532,CALIBRATION_NULL
LATENT_FACTOR_NULL,99,20.5,30.0,0.8603984446010511,CALIBRATION_NULL
LATENT_FACTOR_NULL,100,19.5,29.0,0.8678048341737249,CALIBRATION_NULL
LATENT_FACTOR_NULL,101,20.0,26.5,0.8652032869711301,CALIBRATION_NULL
LATENT_FACTOR_NULL,102,20.0,35.5,0.8526326899226243,CALIBRATION_NULL
LATENT_FACTOR_NULL,103,19.5,31.5,0.8656971843885518,CALIBRATION_NULL
LATENT_FACTOR_NULL,104,19.0,28.0,0.8679738044308177,CALIBRATION_NULL
LATENT_FACTOR_NULL,105,18.5,35.0,0.8768011254928243,CALIBRATION_NULL
LATENT_FACTOR_NULL,106,20.0,38.0,0.8714302247169339,CALIBRATION_NULL
LATENT_FACTOR_NULL,107,19.0,37.0,0.8641547430993218,CALIBRATION_NULL
LATENT_FACTOR_NULL,108,20.5,27.0,0.8715918911585768,CALIBRATION_NULL
LATENT_FACTOR_NULL,109,21.0,33.0,0.8657847174576734,CALIBRATION_NULL
LATENT_FACTOR_NULL,110,20.0,27.0,0.8735405783395498,CALIBRATION_NULL
LATENT_FACTOR_NULL,111,20.0,29.5,0.8651180702356593,CALIBRATION_NULL
LATENT_FACTOR_NULL,112,21.0,31.0,0.8647510394266844,CALIBRATION_NULL
LATENT_FACTOR_NULL,113,19.5,29.5,0.8609017741587576,CALIBRATION_NULL
LATENT_FACTOR_NULL,114,19.5,32.0,0.856862022395977,CALIBRATION_NULL
LATENT_FACTOR_NULL,115,20.0,30.5,0.8607646761376664,CALIBRATION_NULL
LATENT_FACTOR_NULL,116,19.0,30.5,0.8606448532732962,CALIBRATION_NULL
LATENT_FACTOR_NULL,117,20.5,29.5,0.8647938035557122,CALIBRATION_NULL
LATENT_FACTOR_NULL,118,20.0,32.5,0.8658056389831474,CALIBRATION_NULL
LATENT_FACTOR_NULL,119,19.0,29.5,0.8759119950947496,CALIBRATION_NULL
LATENT_FACTOR_NULL,120,19.0,34.0,0.8707372679926907,CALIBRATION_NULL
LATENT_FACTOR_NULL,121,19.5,28.5,0.8726185930645626,CALIBRATION_NULL
LATENT_FACTOR_NULL,122,21.0,29.5,0.8647179501197162,CALIBRATION_NULL
LATENT_FACTOR_NULL,123,19.5,31.0,0.8656531173996909,CALIBRATION_NULL
LATENT_FACTOR_NULL,124,20.0,33.0,0.8719047908338927,CALIBRATION_NULL
LATENT_FACTOR_NULL,125,20.5,29.0,0.8630823009643309,CALIBRATION_NULL
LATENT_FACTOR_NULL,126,19.5,30.5,0.8695715653150834,CALIBRATION_NULL
LATENT_FACTOR_NULL,127,20.0,26.5,0.8706038075198883,CALIBRATION_NULL
LATENT_FACTOR_NULL,128,19.0,32.5,0.8641587692146365,CALIBRATION_NULL
LATENT_FACTOR_NULL,129,18.5,30.5,0.862831925648767,CALIBRATION_NULL
LATENT_FACTOR_NULL,130,21.5,29.0,0.8682318579077888,CALIBRATION_NULL
LATENT_FACTOR_NULL,131,21.5,35.0,0.8555895826770904,CALIBRATION_NULL
LATENT_FACTOR_NULL,132,18.5,29.0,0.8732285545533158,CALIBRATION_NULL
LATENT_FACTOR_NULL,133,20.5,27.0,0.863030561504669,CALIBRATION_NULL
LATENT_FACTOR_NULL,134,18.5,30.5,0.8637965272485014,CALIBRATION_NULL
LATENT_FACTOR_NULL,135,21.0,29.5,0.866635795380798,CALIBRATION_NULL
LATENT_FACTOR_NULL,136,21.5,29.0,0.8643536927886312,CALIBRATION_NULL
LATENT_FACTOR_NULL,137,20.5,28.0,0.8687989541266808,CALIBRATION_NULL
LATENT_FACTOR_NULL,138,18.5,34.0,0.8749177273222988,CALIBRATION_NULL
LATENT_FACTOR_NULL,139,20.5,35.5,0.8694318572942449,CALIBRATION_NULL
LATENT_FACTOR_NULL,140,21.5,32.0,0.8583077183913894,CALIBRATION_NULL
