replicate,model_id,model_family,family_balanced_rank,aggregate_subject_accuracy
419,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
420,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
420,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
420,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
420,google/gemma-7b,gemma,8.0,0.6611956672419421
420,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
420,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
420,allenai/olmo-7b,olmo,10.0,0.2946516964096742
420,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
420,qwen/qwen1.5-32b,qwen,5.0,0.7443285147738198
420,01-ai/yi-34b,yi,3.0,0.7623282062667585
421,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
421,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
421,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
421,google/gemma-2-27b,gemma,3.0,0.7570433943977638
421,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
421,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
421,allenai/olmo-7b,olmo,10.0,0.2946516964096742
421,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
421,qwen/qwen1.5-32b,qwen,5.0,0.7443285147738198
421,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
422,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
422,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
422,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
422,google/gemma-2-27b,gemma,3.0,0.7570433943977638
422,meta/llama-3-70b,llama,2.0,0.7933654187607483
422,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
422,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
422,microsoft/phi-2,phi,8.0,0.5842493973299887
422,qwen/qwen1.5-32b,qwen,4.0,0.7443285147738198
422,01-ai/yi-6b,yi,7.0,0.6400594608704304
423,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
423,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
423,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
423,google/gemma-2-27b,gemma,3.0,0.7570433943977638
423,meta/llama-2-70b,llama,6.0,0.6954627064646919
423,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
423,allenai/olmo-7b,olmo,10.0,0.2946516964096742
423,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
423,qwen/qwen1.5-7b,qwen,9.0,0.6257777441280399
423,01-ai/yi-6b,yi,8.0,0.6400594608704304
424,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
424,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
424,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
424,google/gemma-2-27b,gemma,3.0,0.7570433943977638
424,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
424,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
424,allenai/olmo-7b,olmo,10.0,0.2946516964096742
424,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
424,qwen/qwen1.5-14b,qwen,7.0,0.6864380513233806
424,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
425,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
425,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
425,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
425,google/gemma-2-27b,gemma,3.0,0.7570433943977638
425,meta/llama-3-8b,llama,9.0,0.6676368046780581
425,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
425,allenai/olmo-7b,olmo,10.0,0.2946516964096742
425,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
425,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
425,01-ai/yi-34b,yi,2.0,0.7623282062667585
426,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
426,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
426,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
426,google/gemma-2-9b,gemma,5.0,0.7213434388300994
426,meta/llama-3-70b,llama,1.0,0.7933654187607483
426,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
426,allenai/olmo-7b,olmo,10.0,0.2946516964096742
426,microsoft/phi-2,phi,8.0,0.5842493973299887
426,qwen/qwen1.5-110b-chat,qwen,2.0,0.767842526875325
426,01-ai/yi-6b,yi,7.0,0.6400594608704304
427,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
427,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
427,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
427,google/gemma-2-9b,gemma,5.0,0.7213434388300994
427,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
427,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
427,allenai/olmo-7b,olmo,10.0,0.2946516964096742
427,microsoft/phi-2,phi,8.0,0.5842493973299887
427,qwen/qwen2-72b-instruct,qwen,2.0,0.8235031827495974
427,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
428,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
428,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
428,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
428,google/gemma-2-9b,gemma,6.0,0.7213434388300994
428,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
428,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
428,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
428,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
428,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
428,01-ai/yi-6b,yi,9.0,0.6400594608704304
429,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
429,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
429,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
429,google/gemma-2-9b,gemma,8.0,0.7213434388300994
429,meta/llama-3.1-405b-instruct-turbo,llama,1.0,0.8453174958174847
429,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
429,allenai/olmo-7b,olmo,10.0,0.2946516964096742
429,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
429,qwen/qwen1.5-72b,qwen,4.0,0.7739168514623904
429,01-ai/yi-34b,yi,5.0,0.7623282062667585
430,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
430,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
430,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
430,google/gemma-2-9b,gemma,6.0,0.7213434388300994
430,meta/llama-2-13b,llama,9.0,0.5541548609350062
430,mistralai/mixtral-8x22b,mistral,1.0,0.7781994679340385
430,allenai/olmo-7b,olmo,10.0,0.2946516964096742
430,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
430,qwen/qwen1.5-14b,qwen,7.0,0.6864380513233806
430,01-ai/yi-34b,yi,3.0,0.7623282062667585
431,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
431,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
431,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
431,google/gemma-2-27b,gemma,3.0,0.7570433943977638
431,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
431,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
431,allenai/olmo-7b,olmo,10.0,0.2946516964096742
431,microsoft/phi-2,phi,9.0,0.5842493973299887
431,qwen/qwen1.5-7b,qwen,7.0,0.6257777441280399
431,01-ai/yi-6b,yi,6.0,0.6400594608704304
432,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
432,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
432,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
432,google/gemma-2-27b,gemma,3.0,0.7570433943977638
432,meta/llama-3-8b,llama,8.0,0.6676368046780581
432,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
432,allenai/olmo-7b,olmo,10.0,0.2946516964096742
432,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
432,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
432,01-ai/yi-6b,yi,9.0,0.6400594608704304
433,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
433,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
433,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
433,google/gemma-2-27b,gemma,5.0,0.7570433943977638
433,meta/llama-3.2-90b-vision-instruct-turbo,llama,3.0,0.8026595003973722
433,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
433,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
433,microsoft/phi-2,phi,9.0,0.5842493973299887
433,qwen/qwen2-72b-instruct,qwen,2.0,0.8235031827495974
433,01-ai/yi-34b,yi,4.0,0.7623282062667585
434,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
434,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
434,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
434,google/gemma-2-9b,gemma,7.0,0.7213434388300994
434,meta/llama-3.2-90b-vision-instruct-turbo,llama,2.0,0.8026595003973722
434,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
434,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
434,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
434,qwen/qwen2.5-7b-instruct-turbo,qwen,6.0,0.7287077954964658
434,01-ai/yi-34b,yi,3.0,0.7623282062667585
435,snowflake/snowflake-arctic-instruct,arctic,4.0,0.676569761285256
435,databricks/dbrx-instruct,dbrx,2.0,0.7410120567563482
435,deepseek-ai/deepseek-llm-67b-chat,deepseek,3.0,0.725042055452075
435,google/gemma-7b,gemma,5.0,0.6611956672419421
435,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
435,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
435,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
435,microsoft/phi-2,phi,7.0,0.5842493973299887
435,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
435,01-ai/yi-6b,yi,6.0,0.6400594608704304
436,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
436,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
436,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
436,google/gemma-7b,gemma,7.0,0.6611956672419421
436,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
436,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
436,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
436,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
436,qwen/qwen1.5-32b,qwen,3.0,0.7443285147738198
436,01-ai/yi-34b,yi,2.0,0.7623282062667585
437,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
437,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
437,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
437,google/gemma-2-9b,gemma,6.0,0.7213434388300994
437,meta/llama-2-7b,llama,10.0,0.4581089294358622
437,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
437,allenai/olmo-1.7-7b,olmo,9.0,0.5376719988127453
437,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
437,qwen/qwen1.5-72b,qwen,3.0,0.7739168514623904
437,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
438,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
438,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
438,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
438,google/gemma-2-9b,gemma,4.0,0.7213434388300994
438,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
438,mistralai/open-mistral-nemo-2407,mistral,6.0,0.6532946316803779
438,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
438,microsoft/phi-2,phi,8.0,0.5842493973299887
438,qwen/qwen1.5-7b,qwen,7.0,0.6257777441280399
438,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
439,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
439,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
439,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
439,google/gemma-2-9b,gemma,6.0,0.7213434388300994
439,meta/llama-3-70b,llama,2.0,0.7933654187607483
439,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
439,allenai/olmo-7b,olmo,10.0,0.2946516964096742
439,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
439,qwen/qwen1.5-7b,qwen,8.0,0.6257777441280399
439,01-ai/yi-34b,yi,4.0,0.7623282062667585
440,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
440,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
440,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
440,google/gemma-2-27b,gemma,4.0,0.7570433943977638
440,meta/llama-3-8b,llama,8.0,0.6676368046780581
440,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
440,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
440,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
440,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
440,01-ai/yi-6b,yi,9.0,0.6400594608704304
441,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
441,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
441,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
441,google/gemma-2-9b,gemma,6.0,0.7213434388300994
441,meta/llama-3.1-405b-instruct-turbo,llama,1.0,0.8453174958174847
441,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
441,allenai/olmo-7b,olmo,10.0,0.2946516964096742
441,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
441,qwen/qwen1.5-14b,qwen,7.0,0.6864380513233806
441,01-ai/yi-34b,yi,2.0,0.7623282062667585
442,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
442,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
442,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
442,google/gemma-2-9b,gemma,6.0,0.7213434388300994
442,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
442,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
442,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
442,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
442,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
442,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
443,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
443,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
443,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
443,google/gemma-2-9b,gemma,5.0,0.7213434388300994
443,meta/llama-2-13b,llama,9.0,0.5541548609350062
443,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
443,allenai/olmo-7b,olmo,10.0,0.2946516964096742
443,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
443,qwen/qwen1.5-72b,qwen,3.0,0.7739168514623904
443,01-ai/yi-6b,yi,8.0,0.6400594608704304
444,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
444,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
444,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
444,google/gemma-7b,gemma,7.0,0.6611956672419421
444,meta/llama-2-13b,llama,9.0,0.5541548609350062
444,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
444,allenai/olmo-7b,olmo,10.0,0.2946516964096742
444,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
444,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
444,01-ai/yi-6b,yi,8.0,0.6400594608704304
445,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
445,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
445,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
445,google/gemma-7b,gemma,8.0,0.6611956672419421
445,meta/llama-3.1-70b-instruct-turbo,llama,1.0,0.8010355128348475
445,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
445,allenai/olmo-7b,olmo,10.0,0.2946516964096742
445,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
445,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
445,01-ai/yi-6b,yi,9.0,0.6400594608704304
446,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
446,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
446,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
446,google/gemma-2-27b,gemma,4.0,0.7570433943977638
446,meta/llama-2-70b,llama,6.0,0.6954627064646919
446,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
446,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
446,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
446,qwen/qwen1.5-72b,qwen,3.0,0.7739168514623904
446,01-ai/yi-6b,yi,9.0,0.6400594608704304
447,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
447,databricks/dbrx-instruct,dbrx,7.0,0.7410120567563482
447,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
447,google/gemma-2-27b,gemma,6.0,0.7570433943977638
447,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
447,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
447,allenai/olmo-7b,olmo,10.0,0.2946516964096742
447,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
447,qwen/qwen1.5-72b,qwen,5.0,0.7739168514623904
447,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
448,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
448,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
448,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
448,google/gemma-2-9b,gemma,7.0,0.7213434388300994
448,meta/llama-3-70b,llama,1.0,0.7933654187607483
448,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
448,allenai/olmo-7b,olmo,10.0,0.2946516964096742
448,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
448,qwen/qwen1.5-72b,qwen,4.0,0.7739168514623904
448,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
449,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
449,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
449,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
449,google/gemma-2-27b,gemma,5.0,0.7570433943977638
449,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
449,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
449,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
449,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
449,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
449,01-ai/yi-34b,yi,4.0,0.7623282062667585
450,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
450,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
450,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
450,google/gemma-2-9b,gemma,7.0,0.7213434388300994
450,meta/llama-3-70b,llama,2.0,0.7933654187607483
450,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
450,allenai/olmo-7b,olmo,10.0,0.2946516964096742
450,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
450,qwen/qwen1.5-72b,qwen,5.0,0.7739168514623904
450,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
451,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
451,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
451,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
451,google/gemma-2-9b,gemma,5.0,0.7213434388300994
451,meta/llama-2-7b,llama,10.0,0.4581089294358622
451,mistralai/mixtral-8x22b,mistral,1.0,0.7781994679340385
451,allenai/olmo-1.7-7b,olmo,9.0,0.5376719988127453
451,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
451,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
451,01-ai/yi-6b,yi,8.0,0.6400594608704304
452,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
452,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
452,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
452,google/gemma-2-27b,gemma,2.0,0.7570433943977638
452,meta/llama-2-7b,llama,9.0,0.4581089294358622
452,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
452,allenai/olmo-7b,olmo,10.0,0.2946516964096742
452,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
452,qwen/qwen2.5-7b-instruct-turbo,qwen,4.0,0.7287077954964658
452,01-ai/yi-6b,yi,7.0,0.6400594608704304
453,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
453,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
453,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
453,google/gemma-2-27b,gemma,3.0,0.7570433943977638
453,meta/llama-2-70b,llama,8.0,0.6954627064646919
453,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
453,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
453,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
453,qwen/qwen1.5-72b,qwen,2.0,0.7739168514623904
453,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
454,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
454,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
454,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
454,google/gemma-2-27b,gemma,2.0,0.7570433943977638
454,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
454,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
454,allenai/olmo-7b,olmo,10.0,0.2946516964096742
454,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
454,qwen/qwen1.5-7b,qwen,7.0,0.6257777441280399
454,01-ai/yi-34b,yi,1.0,0.7623282062667585
455,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
455,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
455,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
455,google/gemma-2-9b,gemma,6.0,0.7213434388300994
455,meta/llama-3-70b,llama,1.0,0.7933654187607483
455,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
455,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
455,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
455,qwen/qwen1.5-72b,qwen,2.0,0.7739168514623904
455,01-ai/yi-6b,yi,8.0,0.6400594608704304
456,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
456,databricks/dbrx-instruct,dbrx,7.0,0.7410120567563482
456,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
456,google/gemma-2-27b,gemma,5.0,0.7570433943977638
456,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
456,mistralai/mixtral-8x7b-32kseqlen,mistral,8.0,0.7172533474856093
456,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
456,microsoft/phi-3-small-8k-instruct,phi,6.0,0.7567775597029733
456,qwen/qwen1.5-110b-chat,qwen,3.0,0.767842526875325
456,01-ai/yi-34b,yi,4.0,0.7623282062667585
457,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
457,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
457,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
457,google/gemma-7b,gemma,8.0,0.6611956672419421
457,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
457,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
457,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
457,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
457,qwen/qwen2.5-7b-instruct-turbo,qwen,4.0,0.7287077954964658
457,01-ai/yi-34b,yi,2.0,0.7623282062667585
458,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
458,databricks/dbrx-instruct,dbrx,7.0,0.7410120567563482
458,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
458,google/gemma-2-27b,gemma,5.0,0.7570433943977638
458,meta/llama-3.3-70b-instruct-turbo,llama,3.0,0.790602761302675
458,mistralai/mixtral-8x22b,mistral,4.0,0.7781994679340385
458,allenai/olmo-7b,olmo,10.0,0.2946516964096742
458,microsoft/phi-3-small-8k-instruct,phi,6.0,0.7567775597029733
458,qwen/qwen2.5-7b-instruct-turbo,qwen,8.0,0.7287077954964658
458,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
459,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
459,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
459,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
459,google/gemma-2-9b,gemma,4.0,0.7213434388300994
459,meta/llama-2-7b,llama,9.0,0.4581089294358622
459,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
459,allenai/olmo-7b,olmo,10.0,0.2946516964096742
459,microsoft/phi-2,phi,8.0,0.5842493973299887
459,qwen/qwen1.5-14b,qwen,5.0,0.6864380513233806
459,01-ai/yi-34b,yi,2.0,0.7623282062667585
460,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
460,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
460,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
460,google/gemma-2-27b,gemma,5.0,0.7570433943977638
460,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
460,mistralai/mixtral-8x22b,mistral,4.0,0.7781994679340385
460,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
